price,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,fft,absolute,angle,gs,meta,msft,spx,gbpusd,usdjpy
221.72,225.11714285714285,224.59142857142857,224.7571504227275,225.01866349096542,0.2615130682379174,2.9585502762065965,230.50852912384175,218.67432801901538,222.86762641151014,220.72,-0.013439858244384295,(-203.0333580172346-3659.77334678333j),3665.4008640656766,-1.6262165483787103,97.81,526.76,416.86,5455.21,1.2833,147.39
221.27,224.65142857142857,224.52,224.46497595427968,224.43653097197367,-0.02844498230601289,3.0241607796300523,230.5683215592601,218.4716784407399,221.80254213716998,220.27,-0.002031649268764217,(-356.9565546365567-2306.6645035992283j),2334.120629715327,-1.724328577306249,97.72,528.54,414.01,5434.43,1.2858,146.82
217.53,223.38428571428568,224.2757142857143,223.8895107824932,223.36555810370095,-0.5239526787922557,3.271282381735433,230.81827904918515,217.73314952224342,218.95418071238993,216.53,-0.017046903231228653,(-55.627106830346776-1926.4301093372005j),1927.2330790994777,-1.5996640513503626,97.72,515.95,406.81,5344.39,1.2774,147.44
216.24,221.91714285714284,224.09142857142857,223.26035669964398,222.2619683905293,-0.9983883091146879,3.6808472637352625,231.45312309889908,216.72973404395805,217.14472690412998,215.24,-0.0059478700834187945,(493.5117792371795-2484.6349583573606j),2533.172862742953,-1.3747227818541405,97.5,517.77,406.02,5344.16,1.2758,146.62
213.31,220.12000000000003,223.72952380952384,222.44859845420046,220.87693719736146,-1.5716612568390076,4.368127986364769,232.46577978225338,214.9932678367943,214.58824230137665,212.31,-0.01364239526446582,(-325.7513224031977-3852.718941924732j),3866.465720721323,-1.655146726638465,97.58,509.63,402.69,5319.31,1.2757,147.22
209.82,217.8014285714286,223.20571428571427,221.4260232646309,219.16771959092057,-2.258303673710344,5.38003433759341,233.9657829609011,212.44564561052744,211.40941410045886,208.82,-0.0164964864003869,(-2311.9255162999866-1832.862903251404j),2950.3196462475253,-2.471265805791601,97.46,488.92,398.43,5199.5,1.2698,146.64
207.23,215.30285714285716,222.4842857142857,220.284404936722,217.32370702193978,-2.96069791478223,6.454187053867882,235.39265982202147,209.57591160654994,208.6231380334863,206.23,-0.01242073275394328,(949.8302654910508-149.43934543850725j),961.5142490924873,-0.1560534486999652,97.67,494.09,399.61,5240.03,1.2712,147.19
209.27,213.52428571428572,221.93285714285716,219.40423047668938,216.0804304914584,-3.323799985230977,7.1048670493875985,236.14259124163235,207.72312304408197,209.05437934449546,208.27,0.009795996703182108,(1354.147496956523-3167.734476228066j),3445.0336943776783,-1.1668258091975356,97.67,475.73,395.15,5186.33,1.2782,145.52
219.86,213.32285714285715,221.79428571428568,219.44044021093688,216.66358738275702,-2.7768528281798694,6.9149482625457255,235.62418223937712,207.96438918919424,216.25812644816517,218.86,0.04936569589813944,(-1.9899188858876142-2514.2060253410496j),2514.206812821573,-1.5715877967262863,98.0,488.14,408.49,5346.56,1.2803,146.55
218.36,213.4414285714286,221.28761904761905,219.3550607501388,216.9252134635074,-2.4298472866314,6.655461449461119,234.59854194654127,207.97669614869682,217.65937548272174,217.36,-0.006845903237160909,(-152.71858701199722-2515.37264093942j),2520.0044622193614,-1.63143599025903,97.69,497.74,417.11,5446.68,1.2719,149.45
222.08,214.2757142857143,220.9204761904762,219.56933282214808,217.71990124337702,-1.8494315787710605,6.5310969498562015,233.9826700901886,207.85828229076378,220.60645849424057,221.08,0.01689260040488291,(-811.5566790946842-1255.4085777873274j),1494.8829186813236,-2.144670657765276,97.65,474.83,418.35,5522.3,1.2854,149.49
218.8,215.06,220.55428571428573,219.5091119163163,217.88636161305487,-1.6227503032614266,6.30371692775485,233.16171956979542,207.94685185877603,219.40215283141353,217.8,-0.01487960677061355,(869.8207302326427-1869.94744451225j),2062.3509759447693,-1.1354088761030483,97.69,463.19,422.92,5436.44,1.2845,152.62
218.24,216.26285714285717,220.08809523809526,219.4101856651355,217.94084820761114,-1.4693374575243467,6.09476244086069,232.27762011981665,207.89857035637388,218.62738427713785,217.24,-0.00256269589272884,(739.5884000600661-2002.4516612166842j),2134.667106837239,-1.2169957823948896,97.69,465.71,426.73,5463.54,1.2856,153.98
217.96,217.79571428571427,219.64904761904762,219.29758121690946,217.94379833390698,-1.3537828830024807,5.8690835606681455,231.3872147403839,207.91088049771133,218.18246142571263,216.96,-0.0012838149401997378,(489.80968145369377-2776.901043774607j),2819.7682406471404,-1.3962050400674126,97.64,465.7,425.27,5459.1,1.2867,153.75
217.49,218.97,219.20380952380953,219.15772548813575,217.8739091031055,-1.2838163850302635,5.748107125507977,230.70002377482547,207.70759527279358,217.72082047523756,216.49,-0.00215868725462826,(-644.0411222758916-2250.232884180032j),2340.584756044432,-1.8495550362125146,97.92,453.41,418.4,5399.22,1.2864,153.81
218.54,218.78142857142862,218.91857142857143,219.11008807671368,217.9764766456413,-1.1336114310723815,5.4731598445697065,229.86489111771084,207.972251739432,218.2669401584125,217.54,0.004816191682329783,(704.7401315713366-1675.2678792423285j),1817.4655760889318,-1.172596303734325,97.88,461.27,428.9,5427.13,1.2893,152.43
225.01,219.73142857142855,218.85238095238097,219.5636937203139,219.05937923530286,-0.5043144850110366,5.367519739870037,229.58742043212104,208.1173414726409,222.7623133861375,224.01,0.02917578151864011,(-188.88582745002105-1950.8388094000015j),1959.9617129098963,-1.6673183341928013,98.13,488.69,444.85,5555.74,1.2889,155.16
223.96,220.0,218.7309523809524,219.90075003789602,219.81380549591015,-0.08694454198587209,5.242993419793676,229.21693922053976,208.24496554136505,223.5607711287125,222.96,-0.004677381180546887,(290.19541537675946-1563.216214927317j),1589.9239962077993,-1.3872458370625045,98.13,487.4,442.94,5564.41,1.2915,156.5
224.31,220.78714285714287,218.65571428571425,220.23792409449942,220.50590390048683,0.2679798059874088,5.121938777660763,228.89959184103577,208.41183673039274,224.06025704290417,223.31,0.0015615591992413143,(923.0727332890267-2335.0383415893884j),2510.8698348648413,-1.1943363481574385,98.13,476.79,437.11,5505.0,1.2917,157.48
224.18,221.63571428571427,218.56666666666666,220.53865305100516,221.07140953383305,0.5327564828278923,5.0875450599323315,228.7417567865313,208.391576546802,224.14008568096804,223.18,-0.0005797230869845491,(-553.1000483296159-2549.6498765798647j),2608.952693439638,-1.7844181666886438,98.13,475.85,440.37,5544.59,1.294,157.38
228.88,223.1957142857143,218.7647619047619,221.1735839629133,222.273198822047,1.0996148591336805,5.572691969728227,229.91014584421836,207.61937796530546,227.30002856032266,227.88,0.020748548148905508,(-188.39442651307778-1196.9431271293888j),1211.6787154701826,-1.7269118594682988,98.13,461.99,443.52,5588.27,1.3003,156.56
234.82,225.67142857142858,219.38857142857142,222.2102095202279,224.2041117411947,1.9939022209668167,6.634684361666889,232.6579401519052,206.11920270523765,232.31334285344087,233.82,0.025621414460210955,(168.71559745311166-1294.506701069779j),1305.45492145019,-1.4411948920797084,97.93,489.79,449.52,5667.2,1.2974,158.35
234.4,227.93714285714285,220.01380952380953,223.13443913079956,225.77314710454505,2.6387079737454826,7.423981482508658,234.86177248882683,205.16584655879223,233.7044476178136,233.4,-0.0017902054992081772,(404.84972349932355-1473.6233386178333j),1528.2241467587953,-1.3026804031896222,97.93,496.16,453.96,5631.22,1.2964,158.62
230.54,228.72714285714287,220.63333333333335,223.69494997500166,226.50668202526825,2.811732050266585,7.711840588546797,236.05701451042694,205.20965215623977,231.59481587260453,229.54,-0.016604674529991044,(983.4439884125921-882.6771662127676j),1321.469280043342,-0.7314525474793503,97.57,498.87,453.55,5615.35,1.2991,157.92
227.57,229.24285714285716,221.17285714285714,223.9877715658009,226.67030204616674,2.682530480365841,7.636584659594751,236.44602646204663,205.89968782366765,228.91160529086815,226.57,-0.012966499801739261,(911.6023724295459-2319.140271228176j),2491.872886615903,-1.1962716386777639,97.57,512.7,454.7,5584.54,1.2908,159.21
232.98,230.48142857142855,222.10952380952378,224.6662650948832,227.64118869126855,2.9749235963853664,7.516727591459641,237.14297899244306,207.0760686266045,231.62386843028938,231.98,0.023494729600503608,(-10.706847830775374-2017.51142965583j),2017.5398398501038,-1.5761032346814736,97.64,534.69,466.25,5633.91,1.2862,161.68
228.68,231.12428571428572,223.00761904761904,224.9686976065768,227.80102864537736,2.832331038800561,6.672518087767106,236.35265522315325,209.66258287208484,229.66128947676313,227.68,-0.01862896657586032,(504.57355106725083-1807.767962746339j),1876.8642666875685,-1.298609295459526,97.64,530.0,459.54,5576.98,1.2793,161.44
227.82,230.97285714285712,223.98809523809524,225.18326788071258,227.80394766809727,2.620679787384688,5.776047091220809,235.54018942053685,212.43600105565363,228.43376315892104,226.82,-0.00376780292400461,(33.31162776392068-1632.7803596366093j),1633.1201325558807,-1.55039737544469,97.64,529.32,466.24,5572.85,1.2805,161.09
226.34,229.76142857142855,224.80095238095237,225.2702133964676,227.57870191589907,2.308488519431478,5.669610215879079,236.14017281271052,213.46173194919422,227.0379210529737,225.34,-0.006517549933970393,(209.02150405513075-1789.6996448996447j),1801.864259069307,-1.4545316560172288,97.23,539.91,467.56,5567.19,1.2815,160.81
221.55,227.9257142857143,224.8814285714286,224.99088903424908,226.65112905132418,1.6602400170750968,5.514301859709934,235.91003229084845,213.85282485200872,223.3793070176579,220.55,-0.021389995892297037,(-252.53972622547226-1304.707369258263j),1328.923486405013,-1.7619923994493436,97.13,509.96,460.77,5537.02,1.2743,161.53
220.27,226.45857142857145,224.97238095238095,224.6367882775887,225.66934500629253,1.0325567287038382,5.582759268733697,236.13789948984834,213.80686241491355,221.30643567255265,219.27,-0.005794231049432356,(147.59909525037511-1516.7652257022382j),1523.9298680773636,-1.4737899993237364,97.1,509.5,459.28,5509.01,1.2687,161.63
216.75,224.91285714285715,224.71857142857144,224.04577372583017,224.2970530648477,0.25127933901751476,5.721928709613145,236.16242884779774,213.27471400934513,218.26881189085088,215.75,-0.01610945093541493,(158.32065208560536-1885.9279973260689j),1892.5617136503442,-1.4870442937714288,97.1,504.68,456.73,5475.09,1.2633,161.68
210.62,221.71857142857144,224.3290476190476,223.04055033350048,222.19278074545636,-0.8477695880441161,6.409177034780539,237.14740168860868,211.51069354948652,213.16960396361696,209.62,-0.02868905370820005,(-45.157144074781456-1323.306739610442j),1324.0769972926078,-1.6049075625115206,97.03,504.22,446.95,5460.48,1.2645,160.88
214.1,219.6357142857143,224.13190476190474,222.37168169668107,220.94768232529614,-1.423999371384923,6.673385848593718,237.47867645909218,210.7851330647173,213.78986798787233,213.1,0.016387633643185868,(219.55853951271388-1551.0465305658959j),1566.5092697630162,-1.4301755107049359,96.99,519.56,452.85,5482.87,1.2629,160.94
213.25,217.55428571428573,223.90761904761902,221.6897659221278,219.76337905597202,-1.9263868661557808,6.966712035023964,237.84104311766694,209.9741949775711,213.42995599595744,212.25,-0.003978009223848588,(-460.9319133885749-1095.0602513035096j),1188.1141286782843,-1.9692054507763055,96.99,513.12,452.16,5477.9,1.2632,160.43
209.07,215.08714285714288,223.5066666666667,220.746985972695,218.1181915680667,-2.6287944046283087,7.660917562194311,238.82850179105532,208.18483154227806,210.52331866531915,208.07,-0.01979606225325143,(922.9260677624472-666.194124542206j),1138.247397594218,-0.6252260844734274,96.9,510.6,450.95,5469.3,1.2687,159.82
208.14,213.17142857142855,223.01142857142855,219.8057561330392,216.58304391973402,-3.2227122133051864,8.407787289487262,239.82700315040307,206.19585399245403,208.93443955510637,207.14,-0.004458193908823868,(436.21268829941096-2227.906245125636j),2270.208745138475,-1.3774473792657318,96.9,498.91,447.67,5447.87,1.2695,159.44
207.49,211.34571428571425,222.17714285714288,218.88680720689462,215.18408227596976,-3.702724930924859,9.079436337709884,240.33601553256264,204.01827018172312,207.97147985170213,206.49,-0.0031277844713534604,(-181.83559564064825-1825.8459209014693j),1834.8780642632698,-1.670058805514845,96.86,494.78,449.78,5464.62,1.2643,159.81
209.68,210.33571428571426,221.49714285714285,218.2002066115164,214.3372840949032,-3.862922516613196,9.471859860160867,240.44086257746457,202.55342313682112,209.11049328390072,208.68,0.010499413276791101,(-144.98490091851724-1420.497461947964j),1427.8773269769922,-1.6725103861921122,96.86,501.7,445.7,5473.17,1.266,158.89
214.29,210.85999999999999,221.02,217.9087477940551,214.3300095003334,-3.578738293721699,9.574305306666563,240.16861061333313,201.8713893866669,212.56349776130023,213.29,0.021747678819839848,(-310.66709732514823-921.1528107207535j),972.1299018439756,-1.8960758314952189,96.86,499.49,446.34,5487.03,1.2708,157.86
216.67,211.22714285714284,220.66238095238094,217.81645687490763,214.69001299794817,-3.1264438769594562,9.424239338284204,239.51085962894936,201.81390227581252,215.3011659204334,215.67,0.011045220883625013,(608.0840775973984-1398.29162699716j),1524.7903854490437,-1.160590079543176,96.74,506.63,448.37,5473.23,1.2698,157.62
212.49,211.1185714285714,219.88190476190474,217.41978804093037,214.35154551457902,-3.068242526351355,8.916506573411167,237.71491790872707,202.0488916150824,213.42705530681113,211.49,-0.019480530284974738,(-237.2656664019887-1827.5080900838911j),1842.8458469918885,-1.6999043090940085,96.75,504.16,442.57,5431.6,1.2686,157.39
214.24,211.85714285714286,218.90190476190477,217.18307875081314,214.3343844969251,-2.848694253888027,8.21166442516858,235.32523361224193,202.47857591156762,213.96901843560372,213.24,0.008201953509221397,(-254.8830169074863-1051.0808131223196j),1081.5434471262533,-1.8087001391053859,96.75,504.1,441.58,5433.74,1.2752,157.84
213.07,212.5614285714286,217.88619047619045,216.87700614261362,214.139862181701,-2.7371439609126185,7.73722327113343,233.3606370184573,202.4117439339236,213.3696728118679,212.07,-0.005476131725587405,(369.2483277521712-1600.657220202128j),1642.6953047150828,-1.3440770268723912,96.75,508.84,441.06,5421.03,1.2786,157.05
207.15,212.51285714285717,216.77238095238093,216.15342236879874,213.06449117530013,-3.0889311934986097,7.651039059122019,232.07445907062495,201.4703028341369,209.22322427062264,206.15,-0.028177581693864178,(-362.6885443318563-1921.4242197992537j),1955.3552139242456,-1.75736146159541,96.64,507.47,432.68,5375.32,1.2743,157.19
193.12,210.14714285714285,215.1319047619048,214.44052522968317,209.99608958326877,-4.444435646414405,8.22863260048013,231.58916996286504,198.67463956094454,198.48774142354088,192.12,-0.07013141117418942,(-648.0729182623721-1086.6092932112983j),1265.1949507796276,-2.1085775535886055,96.64,502.6,427.87,5360.79,1.2736,157.23
196.89,207.6614285714286,213.41333333333336,213.1357482465396,207.97975791448218,-5.155990332057428,8.361705945307431,230.13674522394822,196.6899214427185,197.42258047451364,195.89,0.019333439804519507,(-250.32350558022645-683.1097269557808j),727.5305880219574,-1.922047467508697,96.86,492.96,423.85,5346.99,1.2719,156.77
194.48,204.49142857142857,211.78476190476192,211.74917884625015,205.9028631963278,-5.84631564992236,8.500422961612907,228.78560782798775,194.7839159815361,195.4608601581712,193.48,-0.01231586714587309,(24.223316317883473-782.2178628005959j),782.5928404590525,-1.5398387398393192,96.67,493.76,424.52,5352.96,1.279,155.76
195.87,202.11714285714285,210.26333333333332,210.56926998818193,204.3593401940656,-6.209929794116334,8.332027285373623,226.92738790408058,193.59927876258607,195.73362005272372,194.87,0.007121843858783957,(11.180400240761912-1103.9092375179528j),1103.9658536508325,-1.5606686662933524,96.62,495.06,424.01,5354.03,1.2799,155.61
194.35,199.27571428571426,208.74,209.36436925321084,202.81943698592238,-6.544932267288459,8.473350468256028,225.68670093651207,191.79329906348795,194.81120668424123,193.35,-0.007790516568419637,(-423.17860257325503-929.5646330443386j),1021.3572032754794,-1.9980024928104105,96.59,476.99,416.07,5291.34,1.277,155.45
194.03,196.5557142857143,207.42952380952383,208.22545011833296,201.46721240649248,-6.758237711840479,8.5210531070186,224.47163002356103,190.38741759548662,194.2904022280804,193.03,-0.0016478710150510533,(253.8234512906264-559.0632623015985j),613.9854034750264,-1.1446080342570268,96.59,477.49,413.52,5283.4,1.2811,156.38
192.25,194.42714285714285,206.0952380952381,207.03915159753308,200.04917661875126,-6.989974978781817,8.770865572720659,223.63696924067943,188.55350694979677,192.9301340760268,191.25,-0.009216177897427728,(-180.72118076068173-1090.8133924126512j),1105.6825956133757,-1.734980584030363,96.63,466.83,415.13,5277.51,1.2742,157.28
191.29,194.1657142857143,204.88285714285715,205.8698720493003,198.70160848447534,-7.168263564824969,9.236874271948764,223.35660568675468,186.40910859895962,191.83671135867561,190.29,-0.00500600722119117,(23.28483609694566-747.130098196584j),747.4928542958112,-1.5396407065343194,96.77,467.05,414.67,5235.48,1.2723,156.81
190.29,193.22285714285712,203.91476190476192,204.71335697476732,197.4075128395292,-7.305844135238118,9.478693267145584,222.8721484390531,184.95737537047074,190.80557045289186,189.29,-0.0052413768506467395,(41.481986672176404-928.5025502940705j),929.4287176114494,-1.52614979265119,96.68,474.36,429.17,5266.95,1.2694,157.39
189.99,192.58142857142857,202.76666666666665,203.6205940532644,196.26635550191557,-7.354238551348828,9.632939582495023,222.0325458316567,183.5007875016766,190.26185681763062,188.99,-0.001577785117466702,(-101.50425391953435-849.8381203891975j),855.8784635860428,-1.6896726887947329,96.68,479.92,430.32,5306.04,1.2773,156.88
189.98,191.74,201.65857142857143,202.608340850519,195.2992227989814,-7.3091180515376095,9.86383538087756,221.38624219032656,181.9309006668163,190.07395227254355,188.98,-5.26357344123145e-05,(169.31015885156725-890.9261235638963j),906.8711526666475,-1.3829973360199646,96.82,478.22,430.16,5304.72,1.2738,157.0
186.88,190.6728571428571,200.6019047619048,201.4413156184453,194.00395652086235,-7.437359097582942,10.225486476652828,221.05287771521046,180.15093180859913,187.94465075751452,185.88,-0.01645210382217409,(-128.74664746704443-1067.6925417264024j),1075.4269212234688,-1.690800932004635,97.03,465.78,427.0,5267.84,1.2687,157.07
190.9,190.22571428571428,199.78095238095236,200.65925943793874,193.52642436405455,-7.132835073884195,10.27788861944337,220.3367296198391,179.2251751420656,189.9148835858382,189.9,0.02128303109183975,(-130.88349708854247-550.3713654208591j),565.7200099743224,-1.8042690089990798,97.14,467.78,430.52,5307.01,1.2729,156.74
192.35,190.23999999999998,199.06,200.04286987330934,193.34543587708757,-6.6974339962217755,10.094074812274219,219.24814962454843,178.87185037545157,191.53829452861274,191.35,0.007566898466602187,(36.535352515971795-659.8159620477256j),660.8267062978251,-1.515480779326131,96.84,464.63,429.04,5321.41,1.2713,156.31
191.04,190.2042857142857,198.17238095238093,199.3750989937797,192.99075323005792,-6.384345763721768,9.505024862228309,217.18243067683755,179.1623312279243,191.20609817620425,190.04,-0.006833798994066849,(335.58917116698694-408.55951991388247j),528.7163446658401,-0.8831444966418854,96.84,468.84,425.34,5308.13,1.2706,156.47
189.87,190.1442857142857,197.0095238095238,198.67014603461888,192.5106371143907,-6.159508920228177,8.473565256602093,213.956654322728,180.0623932963196,190.31536605873475,188.87,-0.006143202748913477,(258.82120121534814-1197.966143333458j),1225.6065007871794,-1.358016284176786,96.64,471.91,420.21,5303.27,1.2702,155.62
189.84,190.12285714285713,195.73190476190476,198.015311523318,192.09976969649432,-5.91554182682367,7.6288913452672835,210.9896874524393,180.4741220713702,189.9984553529116,188.84,-0.00015801532781556987,(-97.25679754112645-990.7781864802364j),995.5402048501214,-1.6686448772779823,96.63,473.23,420.99,5297.1,1.2658,155.86
189.72,190.08571428571426,194.64761904761903,197.40019200656624,191.73365115382504,-5.666540852741207,6.1909982189763015,207.02961548557164,182.26562260966642,189.81281845097055,188.72,-0.0006323111181271348,(102.21859639843635-731.5151700142245j),738.6224241184437,-1.4319598660200967,96.61,481.54,423.08,5308.15,1.2692,154.07
187.43,190.16428571428574,193.3709523809524,196.66093373061722,191.07155078071577,-5.589382949901449,4.339811298347259,202.0505749776469,184.69132978425787,188.22427281699018,186.43,-0.012143858638487263,(103.69386129256499-1165.2711883135557j),1169.8757879294058,-1.48204321101115,96.61,471.85,416.56,5246.68,1.2599,156.39
186.28,189.50428571428571,192.0952380952381,195.89127626021298,190.3343889378752,-5.556887322337786,2.8596556196782332,197.81454933459457,186.37592685588163,186.92809093899675,185.28,-0.006154524256717186,(-246.48033812721582-797.2867849744113j),834.517090644727,-1.870625336168891,96.61,468.01,413.72,5221.42,1.2557,156.44
183.05,188.1757142857143,190.94761904761904,194.93926957076957,189.21371347962534,-5.725556091144227,3.3710124982202783,197.6896440440596,184.20559405117848,184.3426969796656,182.05,-0.017491578547931166,(22.668064573373215-581.0418586811534j),581.4838627951356,-1.5318033102386936,96.43,476.2,414.74,5222.68,1.2525,155.78
184.57,187.2514285714286,190.5404761904762,194.1705766432292,188.49929589335986,-5.671280749869339,3.332514618754134,197.20550542798446,183.87544695296793,184.4942323265552,183.57,0.008269455752954572,(-178.2255216623168-665.7535680773133j),689.1967425775304,-1.8323678137965684,96.5,475.42,412.32,5214.08,1.2517,155.71
